,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
7559,35,3,2,0.06,1,0
7560,48,4,80,2.43,5,294
7562,17,3,3,0.09,1,0
7563,25,2,2,0.06,2,0
7564,67,3,43,1.34,5,281
7565,25,2,3,0.35,1,0
7566,16,1,1,0.03,1,0
7569,35,1,53,1.66,1,214
7570,34,1,3,0.09,1,0
7571,23,4,5,0.15,1,0
7573,49,1,62,1.94,1,309
7574,22,1,2,0.06,1,0
7578,55,1,34,1.07,1,0
7581,55,2,20,0.62,1,315
7582,55,5,5,0.15,1,0
7583,50,3,1,0.03,1,0
7585,25,1,32,1.01,1,0
7586,69,25,70,3.28,2,33
7587,52,1,3,0.09,1,0
7588,70,3,11,0.36,6,6
7589,29,7,1,0.03,1,0
7590,34,30,3,0.11,17,322
7592,47,1,10,0.33,4,316
7593,49,1,7,0.24,4,314
7594,75,3,1,0.27,1,233
7595,33,21,9,0.31,1,310
7596,50,1,1,0.03,1,0
7597,40,4,9,0.27,1,0
7598,78,4,2,0.06,1,0
7599,39,2,4,0.12,1,0
7600,39,5,7,0.22,1,0
7601,30,2,5,0.15,1,0
7602,20,1,1,0.03,1,0
7603,50,4,1,0.03,1,0
7605,85,3,26,0.87,1,50
7611,25,1,3,0.09,1,0
7613,50,5,1,0.03,1,0
7614,88,4,48,1.49,3,345
7616,25,1,1,0.03,1,0
7617,50,4,2,0.07,3,341
7618,65,4,1,0.03,3,365
7619,30,5,7,0.22,1,0
7620,22,7,2,0.13,1,0
7621,18,2,3,0.09,2,7
7622,170,1,1,0.43,1,88
7624,10,6,1,0.07,1,0
7625,87,2,31,1.01,1,18
7626,25,2,5,0.15,1,0
7628,50,60,1,0.03,1,89
7630,30,2,2,0.06,1,0
7631,60,2,10,0.31,2,16
7632,50,1,130,3.94,8,281
7633,68,2,111,3.49,1,169
7634,45,2,110,3.61,1,71
7635,25,2,44,1.4,9,82
7636,50,6,5,0.8,1,0
7637,90,15,6,0.2,1,0
7638,47,1,1,0.03,1,0
7639,35,5,1,0.03,1,0
7640,150,3,9,0.31,1,312
7641,28,3,1,0.04,1,0
7642,57,2,50,2.87,7,327
7645,150,2,1,0.63,1,365
7646,35,3,20,0.61,1,0
7647,100,1,5,0.15,1,0
7648,47,3,5,0.15,1,9
7649,45,2,47,4.58,7,292
7650,23,4,27,0.82,2,279
7651,30,1,1,0.03,1,0
7652,23,1,4,0.12,1,0
7653,55,2,21,1.04,2,47
7654,80,2,3,0.23,1,0
7655,130,3,3,0.13,1,322
7657,23,1,27,0.89,43,365
7658,29,1,25,0.82,1,23
7659,80,3,10,0.32,3,351
7660,39,1,1,0.03,1,0
7661,35,2,60,1.82,2,133
7662,130,2,66,2.03,2,238
7663,55,1,17,0.56,1,356
7664,68,2,76,3.53,7,245
7665,65,30,1,0.05,7,310
7666,89,3,122,3.82,1,335
7668,33,5,11,0.36,1,0
7669,55,2,48,3.9,7,284
7670,35,3,2,0.11,1,0
7671,45,6,3,0.09,2,0
7672,65,3,5,0.15,1,0
7673,79,1,142,4.49,30,342
7674,105,2,67,2.08,2,250
7675,109,3,31,0.97,3,317
7676,50,6,5,0.19,1,0
7678,14,1,1,0.03,1,0
7679,45,4,9,0.62,1,360
7681,123,7,4,0.12,1,0
7682,50,3,19,1.35,1,14
7683,33,2,1,0.03,1,0
7688,35,1,99,3.09,7,270
7690,29,1,75,2.3,7,270
7691,54,30,1,0.03,1,340
7692,25,2,10,0.32,1,0
7693,70,2,3,0.2,1,0
7694,28,1,2,0.06,1,98
7695,65,5,5,0.16,1,0
7696,25,2,2,0.07,1,0
7697,25,3,1,0.03,1,0
7698,40,2,115,3.55,1,347
7699,25,1,5,0.16,1,0
7702,35,1,2,0.06,1,0
7703,60,14,3,0.16,1,0
7704,45,1,5,0.15,1,0
7705,41,1,74,2.31,1,167
7706,59,3,19,0.6,1,173
7707,33,62,10,0.32,3,220
7708,14,6,2,0.06,1,0
7709,12,1,1,0.03,1,0
7710,150,2,10,0.37,1,4
7711,32,2,31,0.97,1,72
7712,32,1,2,0.06,1,0
7715,30,6,19,0.59,1,14
7716,49,4,11,3.03,1,2
7717,120,2,95,2.99,3,360
7718,60,1,102,3.15,1,304
7719,160,4,57,1.8,3,55
7720,62,60,11,0.35,3,257
7721,34,7,3,0.2,1,0
7722,40,2,121,3.75,2,136
7723,40,2,125,3.97,2,121
7725,1900,1,4,0.13,1,364
7726,34,3,9,0.27,1,0
7727,60,2,57,1.87,1,284
7730,68,2,23,0.72,1,0
7731,40,2,7,0.22,1,0
7732,64,1,133,4.1,30,321
7733,44,1,96,3.33,30,346
7735,300,3,70,2.25,7,76
7736,35,2,9,0.54,2,354
7737,40,1,10,0.31,3,0
7738,90,2,38,1.3,1,12
7740,42,4,2,0.06,1,0
7743,25,2,9,0.28,1,0
7745,69,3,131,4.06,3,312
7746,35,1,1,0.03,1,0
7748,16,3,3,0.1,3,0
7749,44,1,137,4.37,30,347
7750,89,29,2,0.17,26,173
7753,40,5,2,0.07,1,0
7754,62,2,60,1.83,6,252
7757,50,2,25,0.77,1,70
7759,120,4,13,0.47,1,0
7760,25,2,2,0.18,1,0
7761,40,1,2,0.06,1,0
7762,30,2,2,0.06,1,0
7763,79,1,1,0.03,1,0
7764,55,2,50,1.63,1,0
7768,40,5,3,0.09,1,0
7771,33,3,16,0.54,1,252
7772,110,3,47,2.48,12,56
7773,100,2,54,1.85,12,50
7775,20,1,1,0.03,1,0
7776,99,60,2,0.07,17,365
7777,90,60,1,0.03,17,365
7779,18,2,5,0.16,1,0
7780,40,2,13,0.41,1,0
7781,59,2,2,0.06,1,0
7782,35,2,5,1.95,2,68
7783,23,2,15,0.47,1,4
7785,10,1,1,0.03,1,0
7786,50,3,1,0.03,1,0
7787,110,3,9,0.29,1,0
7788,47,1,73,2.39,7,270
7789,38,1,1,0.03,2,0
7790,59,30,3,0.1,26,95
7791,300,3,57,1.82,7,93
7794,70,5,4,0.13,5,0
7796,20,5,4,0.12,1,0
7798,27,7,6,0.18,1,0
7800,20,5,2,0.07,1,0
7801,16,5,2,0.06,1,0
7803,50,4,21,0.65,1,0
7805,60,2,1,0.03,1,0
7806,25,2,87,2.74,1,61
7809,45,3,36,1.18,2,310
7810,129,1,1,0.03,1,364
7811,33,1,41,1.32,1,335
7812,40,1,5,0.25,1,288
7813,41,5,1,0.03,1,0
7814,60,1,4,0.12,1,0
7815,118,3,20,0.63,1,328
7816,150,2,9,0.28,1,0
7817,22,7,1,0.03,1,0
7818,64,2,3,0.43,1,0
7819,40,1,16,0.57,2,0
7821,25,1,84,2.7,1,0
7822,35,5,6,0.19,1,0
7823,150,90,4,0.14,3,365
7824,89,60,1,0.03,17,365
7825,69,30,3,0.16,26,81
7826,45,3,8,0.25,1,39
7827,40,5,10,0.33,2,0
7830,35,2,4,0.2,1,1
7831,100,4,72,2.31,4,55
7832,90,6,17,0.67,1,177
7835,18,1,2,0.06,1,0
7836,40,1,3,0.1,1,0
7837,100,3,30,1.17,1,66
7839,64,1,148,4.54,30,332
7840,180,3,44,1.42,2,111
7842,180,3,11,0.36,8,310
7843,35,2,4,0.12,1,0
7844,150,3,2,0.08,8,310
7845,20,3,17,0.65,1,0
7846,15,1,1,0.03,1,0
7847,150,3,1,0.05,8,310
7848,99,30,3,0.11,26,34
7851,45,4,124,4.05,1,276
7852,20,1,3,0.09,2,0
7854,69,4,48,1.54,1,0
7855,30,7,1,0.16,1,0
7856,20,1,2,0.06,1,0
7857,45,2,6,0.2,1,27
7858,49,3,10,0.31,1,0
7860,55,3,17,0.54,1,0
7861,58,1,120,3.74,30,338
7862,50,30,35,1.13,30,300
7864,200,3,58,1.79,1,212
7865,65,3,5,0.16,1,0
7867,90,3,141,4.47,1,298
7868,170,5,5,0.18,1,0
7869,195,3,5,0.18,8,310
7870,95,90,1,0.05,15,329
7871,68,90,2,0.46,15,287
7872,115,3,1,0.11,8,310
7874,125,3,1,0.03,8,310
7876,175,3,13,0.57,2,329
7878,150,3,1,0.04,8,310
7879,135,3,2,0.08,8,310
7880,18,1,3,0.1,1,0
7882,25,1,7,0.25,1,0
7883,58,3,128,4.2,6,254
7884,45,3,13,0.41,1,0
7886,99,5,1,0.03,1,0
7887,63,60,7,0.22,1,307
7888,18,1,1,0.03,1,0
7889,20,1,5,0.15,1,0
7890,43,1,28,0.91,1,0
7891,140,2,10,0.36,8,360
7892,121,90,4,0.14,17,364
7893,60,1,1,0.03,1,0
7894,45,1,2,0.06,1,0
7895,75,1,9,0.29,1,0
7896,29,2,14,1.26,1,19
7897,105,4,78,2.41,4,63
7898,60,2,4,0.12,1,0
7899,36,14,10,0.33,1,179
7900,35,1,1,0.03,1,0
7901,40,1,30,0.94,1,98
7902,55,2,91,2.94,1,313
7903,100,2,56,2.18,12,46
7904,40,1,3,0.09,1,0
7905,50,2,78,2.4,1,0
7906,49,1,150,4.69,30,343
7907,55,1,54,2.4,1,332
7909,50,3,58,2.01,10,315
7910,50,2,1,0.03,1,0
7911,25,1,1,0.03,1,0
7912,30,3,4,0.12,1,0
7913,800,1,1,0.03,1,0
7914,25,5,10,0.33,3,0
7915,27,7,8,0.25,3,0
7916,43,5,3,0.09,3,0
7917,25,3,1,0.04,1,0
7919,38,3,47,1.47,1,46
7920,40,5,2,0.06,1,0
7921,19,3,6,0.19,1,0
7924,195,1,125,3.99,1,341
7929,25,2,3,0.09,1,0
7930,30,1,42,1.33,1,321
7931,99,3,137,4.31,1,209
7932,70,1,1,0.03,2,0
7933,110,2,7,0.22,8,362
7934,70,2,119,3.75,1,42
7935,80,2,1,0.03,8,362
7937,59,2,2,0.06,8,365
7939,55,2,1,0.08,8,365
7942,25,1,2,0.06,2,0
7943,99,4,104,3.25,1,45
7944,99,30,2,0.08,26,148
7945,99,3,70,2.23,7,135
7946,30,2,44,1.75,1,219
7948,25,3,4,0.2,1,0
7949,25,13,25,0.79,1,129
7950,15,6,6,0.19,1,0
7951,37,3,52,1.75,1,53
7952,40,1,8,0.26,1,89
7953,20,2,1,0.04,2,0
7954,99,1,9,0.3,1,35
7955,40,1,1,0.03,1,0
7956,45,3,6,0.22,1,0
7957,25,1,1,0.03,2,0
7958,54,3,76,2.48,2,303
7959,59,3,14,0.47,2,190
7960,49,2,1,0.04,1,32
7961,54,3,90,2.89,2,302
7962,72,4,3,0.1,1,0
7963,45,2,2,0.06,1,0
7964,25,1,1,0.03,1,0
7966,44,2,6,0.19,1,0
7967,28,5,3,0.23,2,0
7968,70,2,1,0.03,1,0
7970,20,1,3,0.09,1,0
7971,55,1,52,1.96,1,52
7972,35,4,69,2.17,2,24
7973,33,3,87,2.86,1,131
7974,80,3,51,1.59,10,329
7975,21,1,19,0.66,43,245
7976,43,8,9,0.29,1,0
7977,75,3,7,0.22,1,0
7978,48,4,10,0.34,1,307
7979,50,3,76,2.39,2,147
7980,24,3,2,0.06,1,0
7981,80,3,1,0.03,1,0
7982,48,3,2,0.07,1,0
7983,35,1,1,0.03,1,0
7985,90,3,38,1.43,12,65
7987,20,10,9,0.28,1,0
7988,45,2,52,1.71,1,266
7989,30,3,1,0.06,1,89
7990,22,3,3,0.1,1,0
7991,140,3,11,0.36,1,357
7992,39,4,3,0.09,1,0
7993,18,1,3,0.09,1,0
7994,44,1,1,0.03,1,0
7995,100,60,8,0.25,1,128
7996,100,2,6,0.19,1,2
7997,22,7,12,0.38,1,3
7998,240,3,29,0.99,1,305
7999,55,28,15,0.48,2,309
8000,89,4,56,1.78,1,11
8001,19,4,3,0.09,1,0
8003,125,4,61,1.91,4,40
8004,40,1,2,0.06,1,0
8005,29,1,2,0.06,1,0
8006,70,1,2,0.07,1,0
8007,25,3,2,0.09,1,0
8008,65,4,2,0.98,1,5
8009,42,21,1,0.12,1,0
8010,90,3,77,2.62,1,301
8011,34,3,7,0.22,1,0
8012,36,3,68,2.3,2,45
8013,17,10,2,0.06,3,0
8014,13,4,9,0.28,1,0
8015,93,2,92,2.95,4,44
8016,30,3,14,0.44,1,0
8017,21,2,19,0.61,1,0
8019,68,2,96,3.06,4,44
8020,150,10,18,0.57,1,39
8021,140,6,16,0.5,1,96
8022,40,20,1,0.03,1,0
8023,45,1,96,3.12,1,75
8025,25,1,2,0.06,1,0
8027,65,3,1,0.03,1,0
8028,32,2,25,0.82,1,0
8030,21,2,2,0.06,1,0
8031,29,10,5,0.16,1,0
8033,79,1,130,4.13,30,339
8034,55,3,25,0.79,1,0
8036,100,4,3,0.09,1,0
8037,80,90,2,0.11,15,322
8038,30,2,34,1.19,1,94
8039,150,90,4,0.16,3,342
8040,30,2,1,0.04,2,0
8042,90,2,2,0.06,1,0
8043,68,2,101,3.18,4,44
8045,69,4,15,0.48,2,0
8046,35,1,3,0.09,1,0
8048,30,3,5,0.16,3,0
8052,100,7,8,0.28,1,22
8053,30,3,21,0.66,1,0
8054,50,3,2,0.06,1,0
8055,48,2,2,0.06,1,0
8056,99,14,8,0.25,1,0
8057,30,3,7,0.23,1,0
8058,45,1,88,2.86,1,239
8059,120,4,13,0.47,1,77
8060,95,2,130,4.3,1,60
8061,40,60,2,0.07,2,129
8062,85,3,11,0.35,3,341
8063,25,3,5,0.16,1,0
8064,99,60,9,0.32,17,364
8065,28,1,1,0.03,1,0
8066,89,60,3,0.11,17,365
8067,49,1,20,0.76,1,87
8068,34,14,9,0.51,1,48
8069,60,5,5,0.16,1,0
8071,30,3,17,0.53,1,67
8072,50,3,6,0.34,1,0
8073,39,2,6,0.39,2,0
8074,150,2,4,0.13,2,0
8075,78,3,88,2.87,1,233
8076,41,2,36,1.23,2,0
8078,80,2,39,1.23,2,162
8079,69,1,70,2.33,1,353
8080,22,2,11,1.1,1,82
8081,155,3,26,0.97,4,154
8082,29,2,28,0.88,3,22
8084,25,3,1,0.04,1,0
8085,20,5,3,0.1,1,0
8086,39,3,118,3.7,1,15
8088,80,1,2,0.06,1,0
8089,70,1,1,0.06,13,138
8090,36,1,1,0.03,1,0
8091,27,5,15,0.47,1,0
8092,40,5,1,0.03,1,0
8093,225,1,92,3.01,6,153
8094,125,5,3,0.1,1,34
8097,30,1,7,0.28,13,183
8098,27,4,15,0.5,1,0
8099,40,2,10,0.31,1,0
8101,40,6,1,0.04,1,0
8102,14,1,50,1.88,1,361
8104,189,3,126,4.48,9,92
8105,99,3,4,0.18,2,362
8106,33,1,11,0.45,13,176
8107,139,1,91,3.39,2,258
8108,20,6,1,0.03,1,0
8109,65,1,30,1.07,1,31
8110,20,1,2,0.06,1,0
8111,30,1,6,0.19,1,0
8112,40,2,2,0.71,1,6
8113,30,1,8,0.25,1,279
8114,59,3,2,0.19,1,0
8115,32,1,3,0.09,1,0
8116,70,2,9,0.28,1,0
8117,35,2,8,0.25,1,83
8118,21,2,27,0.87,1,64
8119,65,3,9,0.32,2,0
8120,24,3,18,0.6,1,5
8121,22,1,1,0.03,1,0
8122,92,3,24,0.86,1,285
8123,60,1,1,0.03,2,0
8124,10,10,3,0.1,1,0
8126,34,5,9,0.28,1,15
8127,75,2,10,0.32,1,124
8128,33,2,1,0.03,1,0
8130,45,3,4,0.13,1,0
8132,38,3,17,0.54,1,61
8135,30,12,9,0.33,1,248
8136,85,3,2,0.09,11,302
8137,21,2,1,0.03,1,0
8138,50,1,42,1.34,1,5
8139,132,3,5,0.16,11,336
8140,45,2,9,0.29,2,0
8141,49,1,2,0.07,1,0
8142,124,1,124,4.13,19,335
8146,62,4,3,0.1,1,0
8147,37,4,33,1.08,2,328
8148,40,3,10,0.32,1,0
8149,16,1,1,0.03,3,0
8151,60,2,4,0.23,1,0
8152,60,5,2,0.08,1,0
8153,100,2,3,0.1,1,35
8154,65,2,19,0.6,1,0
8155,35,1,2,0.07,1,0
8156,34,1,1,0.03,1,0
8157,18,5,2,0.06,1,0
8158,25,1,1,0.03,1,0
8159,25,5,3,0.1,4,0
8160,60,1,1,0.03,1,0
8161,50,4,29,1.03,1,333
8163,20,2,101,3.2,3,334
8164,19,5,2,0.06,1,0
8165,125,4,42,1.42,7,200
8166,73,60,8,0.33,6,169
8167,45,6,2,0.9,2,5
8168,20,1,1,0.03,2,0
8169,48,3,97,3.19,1,2
8170,200,3,2,0.82,1,100
8171,29,13,9,0.29,7,29
8172,31,8,12,0.4,1,0
8174,50,1,54,1.72,1,365
8175,45,3,7,0.23,2,0
8176,50,2,4,0.13,1,0
8177,35,2,19,0.6,1,296
8180,23,1,50,1.67,5,29
8181,25,2,4,0.13,1,0
8182,70,3,55,1.89,7,1
8183,27,3,1,0.04,1,0
8184,160,3,59,2.02,7,145
8185,49,1,2,0.06,1,0
8186,115,3,77,2.47,1,63
8187,30,1,6,0.19,1,0
8188,25,1,1,0.03,1,0
8189,65,1,2,0.07,1,0
8192,33,1,86,2.7,1,279
8194,25,2,88,2.78,2,42
8195,23,1,7,0.23,1,0
8196,60,2,3,0.1,1,0
8197,110,3,7,0.24,11,279
8199,25,2,1,0.03,1,0
8200,56,3,1,0.03,11,329
8201,25,3,2,0.07,1,0
8202,74,3,23,0.75,1,190
8203,28,2,1,0.03,1,0
8204,133,1,95,3.26,2,321
8206,25,2,91,2.99,3,323
8207,110,3,7,0.25,1,319
8208,100,3,1,0.44,1,275
8209,15,1,1,0.03,1,0
8210,150,3,8,0.27,1,309
8211,45,28,6,0.36,1,36
8212,200,3,11,0.37,1,314
8213,100,3,11,0.38,1,283
8214,140,3,11,0.39,1,311
8215,300,3,34,1.1,1,310
8216,110,3,9,0.72,1,331
8217,34,3,11,0.36,1,0
8218,27,2,1,0.04,1,0
8219,64,1,129,4.2,30,334
8220,79,2,113,3.74,1,282
8221,85,5,112,3.63,1,97
8222,70,1,17,0.56,1,0
8223,50,3,35,1.11,1,0
8224,20,3,5,0.16,1,0
8226,30,1,51,1.67,1,225
8227,25,1,1,0.03,2,0
8228,26,5,2,0.07,1,0
8229,29,3,4,0.13,1,0
8230,38,30,9,0.29,17,279
8231,32,30,8,0.27,17,281
8232,45,5,1,0.03,1,0
8233,220,25,4,0.16,1,52
8235,30,2,11,0.36,1,0
8239,90,30,9,0.3,1,349
8240,69,2,3,0.1,1,0
8241,100,4,31,1.01,2,84
8242,49,3,83,2.86,1,6
8243,50,2,2,0.06,1,0
8244,110,3,1,0.07,11,302
8245,33,90,4,0.13,1,160
8247,120,28,2,0.06,1,328
8249,59,2,97,3.09,1,296
8250,185,3,19,0.7,1,127
8251,70,1,2,0.07,1,0
8252,58,60,3,0.18,1,237
8253,25,1,1,0.03,1,0
8255,30,1,5,0.17,1,0
8256,30,1,1,0.03,1,0
8258,20,2,2,0.06,1,0
8260,55,2,18,0.64,1,279
8262,50,2,53,2.63,1,63
8263,155,3,33,1.08,1,0
8265,29,3,33,1.08,2,269
8266,50,3,108,3.54,1,0
8268,29,3,29,0.93,2,328
8269,30,60,5,0.22,2,191
8270,46,2,47,1.69,1,65
8271,15,3,18,0.58,1,160
8272,42,1,20,1.2,1,0
8273,50,1,1,0.03,1,0
8274,30,5,1,0.03,1,0
8275,50,2,6,0.26,1,0
8276,79,60,28,0.92,3,144
8277,15,20,1,0.04,1,0
8278,58,4,10,0.32,1,0
8280,25,1,2,0.06,1,0
8281,60,2,4,0.15,1,0
8282,26,1,13,0.44,13,154
8283,26,1,23,1.23,13,175
8284,26,1,10,0.42,13,162
8285,100,3,6,0.72,1,37
8286,50,4,18,0.58,1,32
8287,60,1,2,0.07,1,0
8288,350,1,2,0.09,1,365
8289,35,5,4,0.2,2,0
8290,120,2,12,0.51,1,365
8291,60,5,11,0.35,1,0
8293,110,2,1,0.03,1,0
8295,149,1,127,4.11,4,320
8296,160,3,10,0.35,1,33
8298,70,2,3,0.13,1,0
8299,28,2,5,0.16,2,0
8302,48,2,25,0.81,1,0
8303,100,3,58,1.96,2,153
8304,90,2,52,1.68,1,44
8305,100,4,61,2.9,1,306
8306,25,3,1,0.03,1,0
8307,50,3,71,2.38,2,54
8309,45,90,3,0.12,1,332
8310,75,2,3,0.1,1,0
8311,45,3,9,0.29,1,0
8312,100,3,46,1.51,12,28
8314,38,1,1,0.03,1,0
8316,30,3,1,0.05,2,0
8317,44,3,19,0.63,2,0
8318,35,14,2,0.11,1,0
8319,45,7,7,0.23,1,125
8320,29,2,59,1.91,1,0
8322,30,3,2,0.06,1,0
8325,65,30,8,0.27,1,310
8326,18,2,1,0.03,1,0
8328,23,1,3,0.1,1,0
8329,125,2,1,0.03,1,0
8333,56,2,29,0.94,1,15
8336,110,30,8,0.32,15,196
8339,35,3,124,3.96,1,245
8340,70,2,21,0.69,2,0
8341,22,2,2,0.15,1,0
8342,65,3,47,1.57,1,0
8343,35,1,14,0.45,1,364
8344,35,5,4,0.16,1,0
8345,80,3,28,0.93,1,13
8347,47,60,14,0.45,2,301
8349,75,12,1,0.27,1,0
8350,60,3,8,0.49,1,129
8351,90,14,1,0.04,1,0
8352,50,2,66,2.18,1,315
8354,20,5,12,0.39,1,0
8355,22,5,1,0.03,1,0
8356,30,3,10,0.34,1,0
8357,55,1,8,0.27,1,0
8358,40,2,124,4.02,2,108
8360,35,3,46,1.48,2,0
8362,50,3,40,1.31,1,0
8363,20,14,1,0.03,1,0
8364,20,2,2,0.07,2,0
8366,25,5,13,0.43,2,0
8367,100,3,10,0.33,1,4
8368,39,3,99,3.43,6,260
8370,32,4,14,0.49,1,0
8371,87,2,68,2.2,1,0
8372,110,2,21,0.69,1,259
8373,28,2,147,4.8,1,67
8374,27,1,2,0.06,1,0
8375,18,2,4,0.14,1,0
8377,119,1,15,0.48,2,71
8379,56,2,11,0.36,1,0
8380,65,4,12,0.39,1,0
8381,50,2,5,0.47,1,0
8382,95,2,48,1.63,6,327
8383,29,7,3,0.11,1,0
8384,60,4,11,0.36,1,0
8385,100,7,1,0.13,1,0
8386,78,1,8,0.32,1,365
8387,23,91,4,0.18,2,221
8388,37,14,5,0.16,1,310
8389,90,1,1,0.03,1,0
8390,35,1,2,0.07,1,0
8391,87,4,69,2.39,1,308
8392,20,2,2,0.26,2,0
8393,31,3,9,0.29,1,0
8394,25,10,1,0.03,1,0
8395,30,1,2,0.06,1,0
8396,45,1,12,0.39,1,360
8398,130,2,47,1.56,6,85
8399,55,1,2,0.07,1,0
8400,240,1,23,0.75,3,358
8402,109,3,74,2.51,2,289
8403,120,7,2,0.07,1,0
8404,49,2,116,3.81,1,302
8405,49,3,6,0.32,1,0
8406,39,2,13,0.44,3,80
8407,150,60,1,0.03,17,365
8408,40,60,7,0.29,1,206
8410,75,1,15,0.49,1,345
8411,25,6,2,0.08,1,333
8412,70,3,3,0.1,1,0
8413,55,2,6,0.19,1,0
8414,45,2,3,0.1,1,0
8415,50,2,1,0.03,1,0
8417,27,4,50,1.71,2,276
8418,20,5,2,0.06,1,0
8419,59,20,4,0.14,1,0
8420,30,2,20,0.65,1,0
8421,85,3,6,0.2,11,220
8422,44,3,8,0.26,1,0
8423,35,63,1,0.1,6,310
8424,49,5,64,2.1,1,316
8425,84,2,28,1.0,1,315
8426,60,28,1,0.03,1,311
8427,45,3,16,0.53,1,0
8428,40,2,42,1.35,1,40
8429,24,1,2,0.06,1,0
8430,70,3,2,0.07,1,0
8431,28,3,4,0.24,1,0
8432,260,3,27,0.9,1,317
8433,260,3,39,1.3,1,328
8434,100,3,27,1.06,12,52
8435,35,4,2,0.08,2,0
8436,35,60,3,0.11,5,283
8437,50,1,14,0.53,2,243
8438,240,3,34,1.16,1,330
8439,75,3,3,0.1,1,0
8440,76,3,1,0.03,1,0
8441,40,1,1,0.03,1,0
8442,28,1,12,0.39,2,13
8443,25,3,4,0.13,1,0
8444,44,2,27,0.87,2,89
8445,60,2,57,1.84,1,0
8446,250,2,61,1.97,1,350
8448,160,3,10,0.33,1,331
8450,40,3,3,0.1,1,0
8451,229,2,14,0.47,2,127
8454,69,1,40,1.31,1,88
8455,80,1,11,0.36,1,331
8456,40,4,3,0.1,1,0
8457,65,1,24,0.84,1,97
8458,16,3,2,0.07,1,0
8459,47,3,80,4.23,2,56
8460,110,3,4,0.15,11,249
8461,18,6,1,0.03,1,0
8462,78,3,3,0.1,1,220
8463,40,13,17,0.55,1,64
8464,95,2,20,0.66,1,0
8465,45,2,17,0.56,1,353
8466,30,3,6,0.19,1,0
8467,50,4,4,0.15,1,0
8468,60,2,94,3.29,2,86
8470,23,3,8,0.27,1,0
8472,500,90,29,0.96,1,0
8475,69,3,2,0.51,1,0
8476,50,5,1,0.03,1,0
8477,17,7,1,0.03,2,0
8478,26,5,18,0.59,1,0
8483,43,3,29,1.02,4,327
8485,39,30,3,0.14,17,311
8486,55,3,13,0.43,4,360
8487,90,1,4,0.13,1,299
8488,240,3,38,1.33,1,293
8489,160,3,11,0.47,1,323
8490,59,2,19,0.62,1,230
8491,28,2,8,0.26,1,0
8493,45,2,45,1.53,2,29
8494,65,5,2,0.07,5,129
8495,40,4,80,2.68,2,226
8496,45,3,20,0.65,1,129
8497,120,7,11,0.37,5,335
8498,30,7,8,0.26,1,35
8501,22,4,1,0.03,4,310
8502,40,1,3,0.1,1,0
8503,35,1,2,0.07,1,0
8504,85,3,41,1.39,1,305
8505,42,2,4,0.13,1,0
8506,22,2,5,0.16,1,0
8507,50,90,2,0.09,3,12
8508,50,3,2,0.43,1,0
8509,120,3,100,3.31,10,351
8510,36,2,14,0.46,1,0
8512,140,2,81,2.8,5,288
8513,50,1,4,0.15,1,365
8514,25,2,34,1.1,1,116
8515,95,3,2,0.07,1,0
8516,25,2,2,0.07,2,0
8517,38,2,128,4.3,1,335
8518,63,2,19,0.76,1,72
8519,46,2,5,0.19,1,0
8520,55,3,51,1.78,4,347
8521,35,3,6,0.21,4,350
8522,36,1,24,4.65,1,57
8523,35,2,52,1.71,1,347
8525,50,2,4,0.13,1,4
8526,38,2,39,1.28,1,339
8527,85,3,1,0.06,1,359
8528,94,4,3,0.99,1,0
8529,27,1,41,1.37,1,157
8530,65,2,81,2.7,1,139
8531,150,5,5,0.17,1,5
8532,30,2,35,1.17,1,357
8533,100,3,62,2.02,1,148
8534,62,8,53,1.77,1,125
8535,45,2,18,0.59,1,3
8536,350,2,3,0.17,11,0
8538,17,3,37,2.04,1,38
8539,110,10,8,0.29,1,300
8540,29,3,33,1.15,1,310
8541,36,90,5,0.28,1,0
8542,50,1,1,0.03,1,0
8543,21,3,2,0.07,1,0
8544,95,3,6,0.22,1,0
8545,100,1,6,0.2,1,0
8546,64,14,1,0.03,1,0
8547,48,1,6,0.2,1,0
8548,40,25,3,0.11,1,224
8550,49,30,13,0.43,1,0
8551,43,3,7,0.25,1,11
8552,24,3,2,0.07,1,0
8553,20,3,5,0.18,3,0
8554,40,2,15,0.51,1,0
8555,135,2,2,0.07,1,0
8556,62,5,37,1.23,2,62
8557,32,1,38,1.25,1,329
8558,48,3,107,3.51,1,223
8559,35,2,22,0.73,11,29
8560,40,2,15,0.5,11,29
8561,22,3,7,0.23,1,0
8562,35,2,6,0.2,11,0
8563,150,1,7,0.23,7,161
8564,35,2,7,0.23,11,0
8566,35,1,23,0.76,1,338
8567,28,3,5,0.17,2,0
8568,30,1,5,0.16,1,333
8571,55,1,141,4.72,5,331
8572,76,3,5,0.19,1,0
8573,70,3,104,3.69,2,313
8574,18,5,1,0.04,2,0
8575,30,1,1,0.03,1,0
8576,199,1,89,3.04,6,155
8577,20,1,38,1.25,1,0
8578,55,3,16,0.53,4,101
8579,42,4,6,0.2,2,310
8580,30,3,2,0.07,1,0
8582,90,1,1,0.46,2,365
8583,35,1,3,0.1,1,0
8584,45,2,18,0.6,1,0
8585,40,1,1,0.03,1,0
8586,45,2,1,0.04,1,0
8587,249,1,117,4.02,6,157
8588,38,3,9,0.31,3,0
8589,130,1,33,1.1,4,252
8590,43,183,4,0.15,1,128
8591,92,2,32,1.06,1,43
