,room_type
10564,0
10565,1
10566,1
10567,0
10568,0
10570,1
10571,0
10573,0
10574,0
10575,1
10576,0
10577,1
10578,0
10579,0
10580,0
10581,0
10583,1
10584,0
10585,0
10586,1
10587,1
10588,0
10589,1
10590,0
10591,1
10592,1
10593,0
10594,1
10595,1
10597,2
10598,0
10599,1
10600,1
10601,1
10603,1
10604,1
10605,1
10606,0
10607,0
10608,0
10609,0
10610,1
10611,0
10612,1
10613,1
10616,1
10617,0
10618,1
10621,0
10622,0
10623,1
10624,1
10625,1
10627,0
10628,1
10629,1
10630,0
10631,1
10634,1
10636,0
10637,2
10638,0
10639,0
10640,0
10642,0
10644,0
10645,0
10646,1
10647,1
10648,0
10649,1
10650,2
10652,1
10653,0
10655,0
10656,0
10657,1
10659,1
10661,1
10662,1
10663,0
10664,1
10666,1
10667,0
10668,0
10669,1
10670,1
10671,1
10672,1
10673,1
10674,0
10675,1
10676,1
10677,0
10678,1
10679,1
10680,1
10681,1
10682,0
10683,1
10684,1
10685,0
10686,0
10687,0
10688,0
10690,0
10691,0
10692,0
10694,1
10696,1
10697,0
10698,0
10699,0
10700,1
10701,0
10702,1
10703,1
10705,1
10707,0
10708,1
10709,1
10710,1
10711,1
10713,0
10714,0
10715,0
10716,1
10717,0
10718,1
10719,0
10720,0
10721,0
10722,0
10723,0
10724,0
10725,1
10726,1
10727,0
10728,0
10729,1
10732,0
10733,1
10734,0
10735,1
10736,0
10737,1
10738,0
10739,1
10741,0
10742,1
10743,1
10744,0
10745,0
10746,0
10748,1
10749,1
10750,1
10751,2
10752,1
10753,1
10754,1
10755,0
10756,1
10757,0
10758,0
10759,1
10760,0
10761,0
10762,2
10763,1
10764,1
10766,0
10767,1
10769,1
10770,2
10771,1
10772,0
10773,1
10774,1
10775,1
10777,1
10778,0
10779,1
10781,0
10784,0
10785,1
10786,1
10788,0
10790,0
10791,1
10792,0
10793,1
10794,0
10795,0
10796,1
10797,1
10798,0
10799,0
10801,0
10803,0
10804,0
10805,1
10807,1
10809,0
10810,0
10811,1
10812,1
10813,1
10815,1
10817,0
10818,1
10819,0
10820,0
10821,0
10822,1
10823,0
10825,0
10826,1
10827,0
10828,1
10830,1
10831,1
10832,0
10834,0
10835,1
10836,0
10838,1
10839,0
10840,1
10842,1
10844,1
10845,1
10846,0
10847,0
10848,1
10849,1
10850,0
10851,0
10852,0
10853,1
10854,1
10855,0
10856,0
10857,0
10858,0
10859,0
10860,0
10861,0
10862,1
10864,1
10867,1
10868,0
10869,2
10870,0
10871,1
10872,0
10873,1
10874,1
10877,0
10879,1
10880,0
10881,1
10883,1
10884,0
10885,0
10886,1
10887,1
10888,1
10889,0
10890,1
10891,0
10892,1
10893,0
10894,1
10895,1
10896,0
10897,0
10898,0
10899,0
10901,0
10902,0
10903,0
10905,0
10906,0
10907,1
10908,0
10909,0
10910,1
10911,0
10912,1
10913,1
10914,0
10915,1
10916,1
10917,0
10918,1
10919,1
10920,1
10921,0
10922,1
10924,1
10925,1
10926,1
10927,1
10928,0
10929,0
10930,0
10931,1
10932,0
10933,1
10935,1
10936,1
10937,0
10938,0
10939,1
10940,0
10941,0
10943,1
10944,0
10945,0
10946,0
10948,1
10950,1
10951,1
10953,1
10954,1
10955,1
10956,0
10957,1
10958,1
10959,1
10960,1
10963,1
10965,0
10966,1
10967,1
10968,1
10969,1
10970,0
10971,1
10972,0
10973,0
10974,0
10975,1
10976,0
10977,1
10978,1
10979,1
10980,1
10981,0
10982,0
10984,2
10986,0
10987,0
10988,1
10989,0
10990,1
10992,1
10994,1
10995,0
10996,0
10997,0
10998,0
10999,1
11000,0
11001,1
11002,0
11003,0
11004,0
11005,0
11006,0
11007,0
11008,1
11009,1
11011,1
11012,1
11013,1
11014,1
11015,1
11016,0
11017,2
11018,0
11019,0
11021,1
11022,0
11023,0
11024,1
11025,0
11026,0
11027,0
11028,0
11029,1
11030,0
11031,1
11032,1
11033,1
11034,0
11035,0
11036,1
11037,1
11038,1
11040,0
11041,0
11043,1
11045,0
11046,1
11047,1
11048,0
11049,0
11050,1
11051,0
11052,0
11053,0
11054,0
11055,1
11056,1
11057,1
11058,1
11059,1
11060,0
11062,1
11064,1
11065,1
11067,1
11068,1
11069,0
11070,0
11072,1
11073,0
11074,1
11075,1
11076,1
11077,0
11078,1
11079,1
11080,1
11081,0
11083,0
11084,1
11085,1
11086,1
11087,1
11089,0
11090,0
11091,0
11092,0
11093,0
11094,1
11095,0
11097,1
11098,1
11099,0
11100,1
11101,1
11104,1
11106,0
11107,1
11108,0
11109,1
11111,1
11113,2
11115,1
11116,1
11117,1
11118,0
11120,0
11121,0
11122,0
11123,0
11124,0
11125,1
11127,1
11128,0
11129,2
11130,0
11131,1
11132,0
11134,0
11135,1
11136,1
11138,0
11139,1
11140,0
11141,1
11142,1
11144,0
11145,1
11146,0
11147,1
11148,0
11149,0
11150,1
11151,0
11152,1
11153,1
11154,0
11155,1
11156,1
11158,1
11159,0
11160,2
11162,1
11163,1
11164,0
11165,0
11166,1
11167,1
11168,1
11169,1
11170,0
11171,0
11172,0
11173,1
11174,0
11176,0
11177,1
11178,1
11179,1
11180,1
11181,0
11182,1
11183,1
11184,0
11186,1
11187,0
11188,0
11189,1
11191,1
11192,1
11193,0
11194,1
11195,1
11196,0
11198,0
11199,0
11200,1
11201,1
11204,0
11207,0
11209,1
11210,1
11211,0
11212,1
11213,1
11214,0
11215,0
11216,0
11217,0
11220,1
11222,1
11223,1
11224,0
11225,0
11226,0
11227,1
11228,0
11230,0
11231,1
11232,0
11233,0
11235,1
11237,1
11238,1
11239,0
11240,0
11241,0
11243,1
11244,1
11245,1
11246,0
11247,0
11248,0
11249,1
11250,0
11251,1
11252,1
11253,1
11254,1
11256,1
11257,1
11258,0
11259,1
11260,0
11261,0
11262,0
11263,1
11264,1
11265,0
11266,0
11267,1
11268,0
11269,0
11270,0
11271,1
11272,0
11273,0
11274,0
11275,1
11276,0
11277,1
11278,0
11279,0
11280,1
11281,0
11282,1
11283,1
11284,1
11285,1
11286,0
11287,0
11288,0
11289,0
11290,0
11291,0
11292,0
11293,0
11294,0
11295,0
11296,1
11297,1
11298,0
11299,1
11300,0
11301,1
11302,0
11303,1
11304,0
11305,1
11306,1
11308,1
11309,0
11310,0
11312,1
11315,0
11316,1
11317,1
11318,0
11319,0
11320,0
11321,0
11323,0
11324,0
11325,0
11327,0
11328,0
11330,1
11331,1
11332,1
11333,0
11334,0
11335,1
11336,1
11337,1
11338,1
11339,1
11340,0
11342,0
11343,1
11344,0
11345,0
11347,1
11348,1
11350,1
11351,0
11352,1
11354,1
11356,1
11357,1
11358,1
11359,1
11360,0
11362,0
11363,0
11364,0
11365,0
11366,0
11367,1
11368,0
11369,0
11370,1
11371,0
11372,0
11373,0
11374,1
11376,1
11377,0
11378,1
11379,1
11380,1
11381,0
11382,0
11383,0
11384,0
11386,1
11387,1
11388,0
11390,1
11392,0
11393,1
11394,0
11395,1
11396,1
11397,0
11398,0
11399,1
11400,0
11401,0
11402,0
11404,1
11405,1
11406,0
11407,1
11408,1
11409,1
11410,1
11411,1
11412,0
11414,0
11415,0
11416,0
11417,1
11418,0
11419,1
11420,0
11421,0
11422,0
11423,1
11425,1
11426,1
11427,0
11428,1
11429,0
11430,0
11431,1
11432,1
11434,0
11435,0
11436,1
11437,1
11438,1
11439,1
11440,0
11441,1
11443,1
11444,1
11446,0
11447,0
11448,0
11449,1
11451,0
11452,0
11453,1
11454,0
11455,0
11456,1
11457,1
11458,1
11459,1
11460,1
11461,0
11462,0
11463,0
11464,0
11465,1
11466,1
11467,1
11468,1
11469,1
11470,1
11471,0
11472,1
11473,1
11475,1
11476,0
11477,1
11478,1
11479,1
11481,1
11482,1
11483,1
11484,1
11488,0
11489,1
11490,1
11491,0
11492,0
11493,1
11494,1
11495,0
11497,1
11498,0
11499,0
11500,1
11501,1
11504,0
11505,0
11506,1
11507,0
11509,1
11510,0
11511,1
11512,1
11513,1
11514,0
11516,0
11517,0
11518,1
11519,0
11520,1
11522,0
11524,1
11525,0
11526,0
11527,1
11528,1
11529,0
11530,0
11531,1
11532,0
11534,0
11535,0
11538,1
11539,1
11541,0
11543,0
11544,0
11545,1
11546,1
11547,1
11548,1
11549,1
11550,0
11551,0
11552,1
11553,0
11554,0
11555,1
11556,1
11558,1
11559,1
11560,1
11561,0
11563,1
11564,1
11565,1
11566,1
11567,0
11568,1
11569,0
11570,1
11571,1
11572,1
11574,0
11575,1
11576,0
11577,0
11578,0
11579,0
11580,0
11581,0
11582,0
11583,1
11585,0
11586,0
11587,0
11588,0
11590,0
11591,1
11592,1
11593,1
11594,1
11595,1
11596,0
11597,0
11598,1
11599,0
11600,1
11601,1
11602,1
11603,0
11604,0
11605,1
11606,1
11608,1
11610,1
11611,1
11613,1
11614,1
11615,0
11616,1
11617,0
11618,0
11620,1
11621,0
11622,0
11623,1
11625,1
11626,0
11627,0
11628,1
11629,1
11630,0
11632,0
11633,0
11634,1
11635,0
11636,0
11637,1
11638,1
11639,0
11640,1
11641,0
11642,0
11643,1
11644,1
11645,1
11646,1
11647,0
11648,1
11649,1
11650,1
11651,1
11652,1
11653,0
11655,0
11656,1
11657,1
11658,1
11661,0
11662,1
11663,1
11664,0
11666,1
11667,1
11669,1
11670,1
11671,0
11672,1
11674,0
11675,1
11677,0
11678,1
11679,0
11680,1
11681,0
11683,1
11684,0
11685,1
11686,0
11689,0
11690,1
11691,0
11692,0
11693,0
11694,1
11695,0
11696,0
11697,0
11698,1
11699,0
11700,0
11702,1
11704,1
11705,1
11706,2
11707,1
11708,1
11709,1
11710,1
11711,1
11712,1
11713,0
11714,0
11716,1
11717,1
11718,1
11719,1
11721,0
11723,1
11724,1
11725,1
11726,0
11727,0
11728,1
11729,0
11730,1
11731,1
11732,0
11733,1
11734,0
11735,0
11737,1
11739,0
11740,1
11741,1
11743,1
11744,1
11746,1
11747,1
11748,1
11750,1
11751,0
11752,1
11754,1
11755,0
11756,1
11757,1
11758,1
11759,0
11760,0
11762,0
11763,1
11764,1
11765,1
11766,1
11768,1
11769,1
11770,1
11771,1
11772,1
11773,1
11774,0
11775,0
11776,1
11777,1
11778,1
11779,1
11781,1
11782,1
11783,1
11784,0
11785,1
11786,0
11787,0
11788,1
11789,1
11790,2
11791,0
11792,0
11793,1
11796,1
11797,0
11798,1
11799,1
11800,0
11801,1
11802,1
11803,0
11804,1
11806,0
11807,1
11808,1
11809,0
11810,1
11812,0
11813,1
11815,1
11816,0
11817,1
11818,0
11819,0
11820,0
11821,1
11823,1
11824,1
11826,1
11827,0
11828,0
11829,1
11832,0
11833,1
11834,0
11835,0
11836,0
11837,0
11838,1
11839,1
11841,0
11842,0
11843,1
11845,1
11847,1
11848,1
11850,1
11851,0
11852,1
11854,1
11855,1
11856,1
11857,1
11858,1
11859,1
11860,1
11862,1
11863,1
11864,1
11865,0
11866,1
11867,1
11868,1
11869,0
11870,0
11871,1
11873,1
11874,0
11875,1
11876,1
11877,0
11878,0
11880,1
11881,1
11882,0
11883,0
11884,1
11885,0
11887,0
11888,0
11889,1
11890,0
11891,0
11892,0
11893,0
11894,0
11895,0
11896,0
11897,0
11898,0
11899,0
11900,0
11901,0
11902,0
11903,0
11904,1
11905,0
11906,1
11907,1
11908,1
11909,1
11910,1
11911,1
11912,0
11914,1
11916,1
11918,1
11919,1
11920,0
11921,0
11923,1
11924,1
11925,1
11926,0
11927,1
11928,0
11929,0
11930,0
11931,1
11933,1
11935,1
11938,1
11939,1
11940,1
11941,1
11942,1
11943,0
11944,1
11946,0
11947,0
11948,0
11950,1
11951,1
11952,0
11953,1
11954,1
11955,0
11956,1
11958,1
11959,1
11960,0
11961,0
11962,1
11963,0
11964,0
11965,1
11966,1
11967,1
11968,0
11969,1
11971,1
11972,1
11973,1
11974,1
11975,1
11977,0
11978,0
11979,0
11981,0
11982,0
11983,1
11984,1
11985,0
11986,0
11987,1
11989,0
11990,0
11991,1
11992,1
11993,0
11994,0
11995,1
11996,0
11997,0
11998,0
11999,0
12000,1
12001,1
12002,0
12003,1
12004,1
12005,0
12006,0
12007,1
12008,1
12009,0
12010,1
12011,0
12012,0
12013,1
12014,1
12015,1
12017,0
12018,0
12019,1
12021,2
12022,1
12023,1
12025,0
12027,1
12028,1
12029,1
12030,1
12031,0
12032,1
12034,0
12035,1
12037,2
12038,0
12039,1
12040,0
12041,2
12043,1
12044,1
12045,1
12046,0
12047,0
12048,0
12049,1
12050,0
12051,0
12052,0
12053,0
12054,0
12055,0
12056,0
12057,0
12058,0
12059,0
12060,0
12061,1
12062,1
12063,1
12064,1
12065,1
12066,1
12067,1
12068,1
12069,1
12070,1
12071,0
12072,1
12073,1
12074,0
12075,0
12076,0
12077,1
12078,0
12080,1
12081,1
12082,0
12084,0
12085,1
12086,0
12087,0
12088,0
12089,1
12090,1
12091,1
12092,0
12093,1
12094,1
12095,1
12096,0
12097,1
12099,0
12101,0
12102,1
12103,0
12104,1
12105,0
12106,0
12107,0
12109,0
12110,1
12112,0
12113,1
12114,0
12115,1
12116,0
12117,0
12118,0
12119,1
12121,1
12122,0
12123,0
12124,1
12125,1
12126,1
12127,1
12128,0
12129,1
12130,0
12131,0
12135,1
12137,1
12138,1
12140,1
12141,1
12142,0
12143,0
12144,1
12145,1
12147,0
12148,0
12149,0
12150,0
12151,1
12152,1
12153,0
12154,0
12155,0
12156,0
12157,1
12159,0
12160,0
12161,1
12162,1
12163,0
12164,0
12165,1
12166,1
12167,1
12168,0
12170,0
12171,1
12174,1
12175,1
12176,0
12177,0
12178,0
12180,1
12181,1
12182,0
12183,0
12184,1
12185,1
12186,1
12187,1
12188,0
12189,1
12190,1
12191,0
12192,0
12193,0
12194,0
12195,1
12196,1
12198,1
12199,1
12200,1
12201,1
12203,0
12205,0
12206,1
12207,1
12208,0
12210,0
12211,0
12212,1
12213,0
12215,0
12216,1
12217,1
12218,0
12219,1
12221,0
12222,1
12224,0
12226,1
12227,1
12228,0
12229,0
12230,1
12231,1
12232,1
12233,1
12235,0
12236,1
12237,1
12238,1
12240,1
12241,1
12242,1
12243,1
12244,0
12246,1
12247,1
12248,0
12249,1
12250,1
12251,1
12252,0
12254,1
12256,1
12257,1
12258,1
12260,0
12261,1
12263,1
12264,0
12265,1
12267,1
12268,0
12272,1
12273,0
12274,0
12275,1
12276,1
12279,0
12280,1
12281,0
12282,1
12283,1
12284,0
12285,0
12287,0
12288,0
12289,1
12291,1
12292,1
12293,1
12294,1
12295,1
12296,0
12297,0
12298,0
12299,1
12300,1
12301,0
12302,0
12303,1
12304,1
12305,1
12306,1
12308,1
12309,1
12310,1
12311,1
12313,1
12316,1
12317,1
12318,1
12320,0
12321,0
12323,1
12324,1
12325,0
12326,0
12327,1
12328,0
12329,0
12330,1
12331,0
12332,1
12333,0
12334,0
12335,0
12336,1
12337,1
12338,1
12339,1
12340,0
12341,1
12342,0
12343,1
12346,0
12347,1
12348,1
12349,0
12351,1
12352,1
12353,1
12354,0
12355,0
12357,0
12358,0
12359,1
12360,0
12361,0
12363,1
12364,0
12365,1
12366,0
12367,1
12368,1
12369,1
12370,1
12371,1
12372,0
12373,0
12374,1
12375,1
12376,1
12377,1
12378,0
12379,0
12380,1
12381,0
12382,0
12383,1
12384,1
12385,1
12386,0
12387,0
12389,0
12390,1
12392,0
12393,0
12394,1
12395,0
12396,0
12397,0
12398,0
12399,1
12400,0
12401,1
12402,1
12404,1
12405,0
12406,1
12407,1
12408,0
12409,1
12410,1
12411,1
12412,1
12413,1
12415,0
12418,0
12419,1
12420,0
12421,0
12422,1
12423,0
12425,1
12426,0
12427,0
12428,1
12429,1
12430,1
12431,0
12432,1
12433,1
12434,0
12435,1
12436,1
12437,1
12438,0
12439,1
12440,1
12441,0
12442,0
12443,1
12444,1
12445,1
12446,0
12447,0
12448,1
12449,1
12450,1
12451,1
12452,1
12453,1
12457,0
12458,0
12460,1
12461,0
12462,0
12463,1
12464,1
12465,1
12466,1
12467,1
12468,0
12469,1
12470,1
12471,1
12472,2
12473,0
12474,0
12475,0
12476,1
12477,0
12478,1
12479,1
12480,0
12481,1
12482,0
12485,1
12486,0
12487,0
12488,0
12489,1
12490,1
12492,0
12493,1
12495,1
12496,0
12497,0
12498,1
12499,1
12500,1
12501,1
12502,0
12503,0
12504,0
12505,1
12506,0
12507,0
12508,1
12509,1
12510,1
12511,0
12512,1
12513,0
12514,1
12515,0
12516,1
12517,0
12520,0
12521,0
12523,1
12524,0
12525,1
12527,1
12528,0
12530,1
12531,1
12532,0
12533,0
12534,0
12535,1
12536,1
12537,1
12538,0
12539,1
12540,0
12541,1
12542,1
12543,1
12544,0
12547,1
12548,1
12549,1
12551,1
12552,0
12553,1
12554,1
12555,0
12556,0
12559,1
12560,1
12561,0
12562,0
12564,0
12565,1
12567,1
12568,0
12569,1
12570,1
12572,1
12574,0
12575,1
12576,1
12577,1
12579,1
12580,1
12581,0
12582,1
12583,0
12586,1
12587,1
12588,1
12589,1
12590,0
12591,0
12592,1
12594,2
12595,1
12596,1
12598,1
12599,1
12600,1
12601,1
12602,1
12603,1
12604,1
12605,1
12606,0
12607,1
12608,1
12609,1
12610,1
12611,0
12612,1
12613,1
12614,1
12615,0
12616,1
12617,1
12618,1
12619,1
12620,0
12621,1
12622,0
12623,0
12624,1
12625,1
12626,0
12627,1
12628,1
12629,1
12630,1
12631,0
12632,0
12633,1
12634,1
12636,0
12637,0
12638,1
12639,1
12640,0
12641,0
12642,1
12643,0
12644,1
12645,0
12646,0
12648,0
12649,1
12651,1
12652,2
12653,0
12654,1
12655,0
12657,1
12658,0
12659,0
12661,0
12662,0
12663,1
12664,1
12665,1
12667,0
12668,1
12669,1
12671,0
12672,0
12673,0
12674,0
12675,0
12676,1
12677,1
12678,1
12679,1
12682,0
12683,1
12684,0
12685,1
12686,0
12687,0
12688,0
12689,1
12690,0
12691,1
12692,0
12693,0
12694,1
12695,1
12696,1
12697,1
12698,0
12699,1
12700,1
12701,1
12702,1
12703,0
12704,0
12705,1
12706,0
12707,1
12708,0
12709,0
12710,1
12711,0
12712,1
12713,0
12714,1
12715,1
12717,0
12718,0
12719,1
12720,0
12721,1
12722,0
12723,1
12724,1
12725,0
12727,1
12728,0
12729,1
12730,0
12731,0
12732,1
12733,1
12734,1
12735,0
12736,1
12737,0
12738,1
12739,0
12741,1
12742,0
12743,0
12744,1
12745,0
12746,0
12747,1
12748,0
12749,1
12750,1
12751,1
12753,0
12754,0
12755,0
12757,1
12758,1
12759,0
12760,1
12761,1
12762,0
12763,1
12764,0
12766,0
12768,0
12771,0
12772,0
12773,1
12774,0
12775,1
12776,0
12777,1
12778,0
12779,1
12780,0
12782,1
12783,1
12784,0
12785,1
12786,1
12787,0
12788,0
12790,0
12791,0
12792,0
12793,0
12795,0
12796,1
12797,1
12798,0
12799,0
12800,1
12801,1
12802,1
12803,1
12804,0
12805,0
12806,0
12807,1
12808,0
12809,0
12810,0
12811,0
12813,1
12814,1
12815,0
12816,0
12817,0
12818,1
12819,1
12820,1
12822,1
12823,0
12824,0
12825,1
12826,0
12828,1
12829,1
12831,0
12833,0
12834,1
12835,1
12838,1
12839,0
12840,0
12841,1
12842,0
12843,1
12844,1
12845,1
12848,0
12849,0
12850,1
12851,0
12852,0
12853,1
12854,1
12855,1
12856,0
12857,1
12858,1
12859,1
12860,1
12861,0
12862,1
12863,1
12864,1
12865,1
12866,1
12867,1
12868,1
12869,0
12870,0
12871,1
12872,0
12873,1
12876,0
12879,1
12880,1
12881,1
12882,0
12883,1
12884,0
12885,1
12886,1
12889,0
12890,1
12892,1
12893,1
12894,1
12895,0
12896,1
12897,0
12899,1
12900,1
12901,0
12902,0
12903,0
12904,1
12905,1
12906,0
12907,1
12908,1
12910,1
12911,1
12913,0
12915,1
12916,0
12917,1
12918,0
12919,0
12920,0
12921,1
12923,0
12924,1
12925,1
12926,1
12927,1
12928,0
12929,1
12931,0
12932,1
12934,1
12935,1
12937,0
12938,1
12939,0
12940,1
12941,0
12942,1
12943,1
12945,0
12946,1
12947,1
12948,1
12949,0
12950,0
12951,0
12952,0
12953,1
12954,1
12956,1
12957,0
12958,1
12959,0
12960,1
12961,1
12962,1
12963,0
12964,1
12965,0
12967,0
12968,0
12969,0
12970,1
12971,0
12972,0
12974,1
12975,1
12976,1
12977,0
12978,1
12979,0
12980,1
12981,0
12982,0
12984,1
12985,0
12986,0
12987,0
12988,0
12989,1
12990,0
12994,0
12995,0
12996,0
12997,1
12998,1
12999,0
13000,1
13001,1
13004,0
13005,0
13006,1
13007,1
13008,1
13009,0
13010,0
13012,1
13013,0
13015,1
13018,1
13019,1
13020,0
13021,1
13022,0
13023,1
13024,1
13025,1
13026,1
13027,1
13028,1
13029,0
13030,1
13031,1
13032,1
13033,0
13035,1
13036,1
13037,1
13038,0
13040,1
13041,1
13043,0
13044,1
13045,0
13046,1
13048,1
13049,1
13050,1
13051,1
13052,1
13053,0
13055,1
13056,1
13057,0
13058,0
13059,0
13060,1
13061,0
13062,0
13063,1
13064,1
13065,1
13066,0
13067,0
13068,1
13069,1
13070,0
13071,1
13072,1
13073,1
13075,0
13076,1
13077,1
13078,0
13079,0
13080,0
13081,0
13082,0
13083,0
13084,1
13085,1
13087,1
13088,0
13089,0
13090,0
13091,1
13092,1
13093,0
13094,1
13095,1
13096,0
13097,0
13098,0
13099,0
13100,0
13101,1
13102,1
13103,1
13105,0
13106,0
13107,1
13108,0
13109,0
13110,1
13112,1
13113,0
13114,1
13115,1
13116,1
13117,1
13118,0
13120,1
13121,0
13122,0
13123,0
13124,1
13125,0
13127,1
13128,0
13129,1
13130,0
13131,1
13132,1
13133,1
13134,1
13135,1
13136,0
13137,0
13138,1
13140,1
13141,1
13142,0
13143,0
13144,1
13146,1
13147,1
13150,0
13152,1
13153,1
13154,1
13155,0
13156,0
13157,1
13160,1
13161,0
13162,0
13163,0
13164,1
13165,1
13166,1
13167,1
13168,0
13169,0
13170,1
13173,0
13174,1
13175,0
13177,1
13178,1
13179,1
13180,1
13181,0
13182,0
13183,1
13184,0
13185,1
13186,0
13187,0
13188,0
13189,1
13190,1
13191,0
13192,0
13193,1
13194,0
13196,0
13197,2
13198,1
13199,0
13200,1
13201,1
13203,0
13204,1
13205,0
13206,1
13207,1
13210,1
13211,1
13212,0
13213,0
13214,0
13215,1
13216,0
13217,0
13218,1
13219,0
13220,1
13221,0
13222,0
13223,0
13224,0
13225,0
13226,0
13227,1
13228,1
13229,1
13230,1
13231,0
13233,0
13234,1
13235,1
13236,0
13237,0
13238,0
13239,1
13240,0
13241,1
13242,0
13243,1
13244,0
13245,0
13247,1
13249,1
13251,1
13252,1
13253,1
13254,0
13255,1
13256,1
13257,0
13258,0
13259,1
13260,1
13263,1
13264,0
13265,1
13266,0
13269,1
13270,0
13272,1
13273,1
13275,0
13276,0
13278,1
13279,1
13280,0
13281,1
13282,0
13283,1
13284,0
13285,1
13286,1
13287,0
13288,1
13290,1
13292,1
13293,1
13294,1
13295,1
13296,0
13297,1
13298,1
13299,1
13300,0
13302,0
13303,0
13304,1
13305,1
13306,0
13307,1
13308,1
13309,0
13310,1
13311,1
13312,0
13313,1
13314,0
13315,1
13316,0
13318,0
13319,1
13320,1
13321,1
13322,1
13323,1
13324,0
13325,1
13326,0
13328,0
13330,0
13331,0
13332,1
13333,1
13334,1
13335,1
13336,0
13337,1
13338,0
13339,0
13340,1
13342,0
13343,0
13344,0
13345,1
13346,0
13347,0
13349,1
13351,1
13352,1
13353,1
13354,1
13355,0
13357,1
13358,0
13359,0
13360,1
13361,1
13362,1
13363,0
13364,1
13365,1
13366,0
13370,1
13371,0
13372,0
13375,1
13376,1
13379,1
13381,0
13382,1
13384,1
13385,0
13386,0
13387,0
13388,1
13389,0
13390,1
13391,1
13392,0
13393,0
13395,0
13396,0
13397,0
13398,1
13399,0
13400,0
13401,1
13402,0
13403,0
13405,0
13406,1
13407,1
13408,0
13410,0
13411,0
13412,0
13413,0
13415,0
13416,1
13418,0
13421,0
13422,1
13423,0
13424,1
13425,1
13426,1
13427,1
13428,1
13429,1
13430,1
13431,0
13432,1
13433,0
13434,0
13435,1
13436,1
13437,0
13439,1
13440,1
13441,1
13442,1
13443,1
13444,1
13445,1
13446,1
13447,1
13448,0
13449,0
13451,1
13452,0
13453,0
13455,0
13456,0
13457,0
13458,1
13459,0
13460,1
13461,1
13463,0
13464,0
13465,1
13466,1
13467,1
13468,1
13469,1
13470,1
13471,1
13472,0
13473,1
13474,1
13475,1
13476,2
13477,1
13478,0
13479,1
13480,1
13481,0
13482,0
13483,1
13484,0
13485,0
13486,1
13487,0
13489,0
13490,1
13492,1
13494,1
13495,0
13496,0
13497,1
13498,1
13499,1
13500,0
13501,0
13502,1
13503,1
13504,0
13505,0
13506,0
13507,1
13508,1
13510,0
13511,1
13512,0
13513,1
13514,1
13515,0
13516,1
13517,1
13518,1
13519,0
13520,1
13521,0
13522,1
13523,1
13524,1
13525,1
13526,1
13527,0
13528,0
13530,0
13533,1
13534,1
13536,0
13537,0
13538,1
13539,0
13540,0
13543,0
13545,1
13546,1
13548,1
13549,0
13550,1
13551,1
13552,1
13553,1
13556,0
13557,1
13558,0
13559,1
13560,0
13561,0
13562,1
13563,0
13564,0
13565,0
13566,0
13567,0
13568,0
13569,1
13570,1
13571,0
13572,0
13573,1
13575,0
13576,0
13577,1
13579,1
13581,0
13582,1
13583,1
13584,0
13585,1
13586,0
13587,1
13588,0
13589,1
13590,0
13591,0
13592,0
13594,1
13595,1
13596,1
13597,1
13598,0
13599,1
13600,1
13601,0
13602,0
13603,0
13604,0
13605,1
13606,1
13607,1
13608,1
13609,1
13610,1
13611,1
13612,0
13614,1
13615,0
13616,1
13617,1
13619,1
13620,0
13622,0
13624,2
13625,1
13626,1
13627,1
13628,0
13629,1
13630,1
13631,1
13632,0
13636,1
13637,0
13638,0
13639,0
13640,0
13641,1
13643,0
13644,0
13645,0
13646,0
13647,0
13648,1
13651,1
13653,1
13655,1
13656,0
13659,1
13661,0
13662,1
13663,0
13664,1
13665,0
13666,1
13667,1
13668,1
13669,1
13670,1
13671,1
13672,1
13673,1
13674,0
13676,0
13677,1
13678,2
13679,0
13680,1
13681,1
13683,1
13684,0
13685,1
13686,0
13687,0
13688,1
13689,0
13690,0
13691,1
13692,1
13694,1
13695,1
13696,1
13697,0
13698,1
13699,0
13700,1
13701,0
13702,0
13705,0
13706,1
13707,0
13709,1
13710,0
13711,0
13712,1
13713,1
13714,0
13716,1
13717,1
13718,1
13719,0
13720,1
13721,0
13723,0
13724,0
13725,1
13726,0
13727,1
13728,0
13729,0
13730,1
13731,1
13732,1
13733,1
13734,0
13735,0
13736,1
13737,0
13738,0
13739,1
13740,1
13741,0
13742,0
13743,1
13744,1
13745,1
13746,1
13747,1
13748,1
13750,0
13751,1
13752,0
13753,1
13754,0
13757,1
13758,0
13759,0
13760,1
13761,0
13762,1
13763,1
13764,1
13765,0
13766,0
13767,1
13768,1
13769,0
13770,1
13771,0
13772,2
13774,0
13775,1
13776,0
13777,0
13778,1
13779,0
13780,0
13781,1
13782,1
13783,1
13784,0
13785,1
13786,0
13787,1
13788,1
13790,1
13791,0
13793,1
13794,1
13795,1
13796,1
13797,1
13798,1
13799,1
13800,1
13801,1
13802,0
13803,0
13804,0
13806,0
13807,0
13808,1
13810,0
13812,0
13813,0
13814,0
13815,1
13816,1
13817,1
13818,1
13819,0
13820,1
13821,1
13822,0
13823,1
13824,1
13825,1
13826,1
13827,1
13828,0
13830,1
13831,1
13832,1
13833,0
13835,1
13836,0
13837,0
13838,0
13839,1
13840,0
13841,1
13842,0
13843,1
13844,1
13845,1
13847,0
13849,0
13850,1
13851,1
13853,1
13854,1
13855,0
13856,1
13857,1
13858,0
